WormBaseVersion_checked,Categories,Gene Set name,number_genes,Refs,Data From,Selection_criteria,decided_by,Rawdata,Comment,
,Mutants,down by cgh-1 RNAi,316,http://www.ncbi.nlm.nih.gov/pubmed/22693456,Table S1 (fold>=2),,,NA,,
,DAF/Insulin/food,down by daf-12(rh273) mutant,136,http://www.ncbi.nlm.nih.gov/pubmed/15489294,Table S1,,,NA,,
,DAF/Insulin/food,down by daf-2 mutant & RNAi (Murphy),232,http://www.ncbi.nlm.nih.gov/pubmed/12845331,Supplemental Table 1s,,,NA,,
,DAF/Insulin/food,down by daf-2 mutant (day 6),236,http://www.ncbi.nlm.nih.gov/pubmed/15837805,TableS2,,,NA,,
,DAF/Insulin/food,down by dafachronic acid (daf-12 activated),760,http://www.ncbi.nlm.nih.gov/pubmed/25774872,Table S1,,,NA,,
,Microbes,down by E. carotovora (Wong),466,http://www.ncbi.nlm.nih.gov/pubmed/17875205,Additional data file 3,,,NA,,
,Microbes,"down by E. coli strain LF82 at 72h, proteomics",30,http://www.ncbi.nlm.nih.gov/pubmed/21389771,Supplemental table 01,,,NA,,
,Microbes,down by E. faecalis (Wong),606,http://www.ncbi.nlm.nih.gov/pubmed/17875205,Additional data file 3,,,NA,,
,DAF/Insulin/food,down by Fasting (Lee),236,http://www.ncbi.nlm.nih.gov/pubmed/25202121,Data Set S1 (fold>=2 at all sample),,,NA,,
,Chemicals/stress,down by gamma ray at 6h,166,http://www.ncbi.nlm.nih.gov/pubmed/18627611,Additional file 1 (p<0.05 & fold >1.5),,,NA,,
,Chemicals/stress,down by garlic constituent diallyl trisulfide,32,http://www.ncbi.nlm.nih.gov/pubmed/21296648,Supplementary Material,,,NA,,
,Chemicals/stress,down by Glucose-Fed,20,http://www.ncbi.nlm.nih.gov/pubmed/25762526,Table S6,,,NA,,
,Mutants,down by hbl-1 overexpression,56,http://www.ncbi.nlm.nih.gov/pubmed/19923914,Table 2,,,NA,,
,Mutants,down by hif-1(ia4) mutant under isp-1(qm150) mutant,832,http://www.ncbi.nlm.nih.gov/pubmed/25288734,Dataset_S1,,,NA,,
,Chemicals/stress,down by humus exposure,57,http://www.ncbi.nlm.nih.gov/pubmed/16294870,Table 3,,,NA,,
,Mutants,down by isp-1 mutant (Cristina),102,http://www.ncbi.nlm.nih.gov/pubmed/19360127,Table S7,,,NA,,
,Mutants,down by mec-8 mutant,20,http://www.ncbi.nlm.nih.gov/pubmed/25798732,Supplementary file 3,,,NA,,
,Mutants,"down by mec-8 mutant, exons",286,http://www.ncbi.nlm.nih.gov/pubmed/25798732,Supplementary file 3,,,NA,,
,Microbes,down by N. parisii at 30h,25,http://www.ncbi.nlm.nih.gov/pubmed/24945527,Table S2,,,NA,,
,Microbes,down by N. parisii at 40h,185,http://www.ncbi.nlm.nih.gov/pubmed/24945527,Table S2,,,NA,,
,Microbes,down by N. parisii at 64h,348,http://www.ncbi.nlm.nih.gov/pubmed/24945527,Table S2,,,NA,,
,Microbes,"down by P. aeruginosa at 12h, proteomics",131,http://www.ncbi.nlm.nih.gov/pubmed/25569229,Table S5,,,NA,,
,Microbes,"down by P. aeruginosa at 4h, proteomics",18,http://www.ncbi.nlm.nih.gov/pubmed/25569229,Table S3,,,NA,,
,Microbes,"down by P. aeruginosa at 8h, proteomics",114,http://www.ncbi.nlm.nih.gov/pubmed/25569229,Table S4,,,NA,,
,Microbes,down by P. luminescens (Wong),602,http://www.ncbi.nlm.nih.gov/pubmed/17875205,Additional data file 3,,,NA,,
,Microbes,"down by Pathogens: E. faecalis, E. carotovora, S. marcescens, P. luminescens",6,http://www.ncbi.nlm.nih.gov/pubmed/17875205,Additional data file 3,,,NA,,
,Microbes,down by S. marcescens (Wong),621,http://www.ncbi.nlm.nih.gov/pubmed/17875205,Additional data file 3,,,NA,,
,Mutants,"down by skn-1 mutant, independent of sodium arsenite",140,http://www.ncbi.nlm.nih.gov/pubmed/19575768,TableS7,,,NA,,
,Mutants,"down by skn-1 mutant, normal culture",232,http://www.ncbi.nlm.nih.gov/pubmed/19575768,TableS1,,,NA,,
,Mutants,"down by skn-1 mutant, UP by sodium arsenite",117,http://www.ncbi.nlm.nih.gov/pubmed/19575768,TableS5,,,NA,,
,Mutants,"down by skn-1 mutant, UP by tert-butyl hydrogen peroxide",64,http://www.ncbi.nlm.nih.gov/pubmed/19575768,TableS8,,,NA,,
,Mutants,down by skn-1 under daf-2 mutant,475,http://www.ncbi.nlm.nih.gov/pubmed/25517099,Supplementary Table 3,,,NA,,
,Mutants,down by smg-2 depletion,628,http://www.ncbi.nlm.nih.gov/pubmed/23828042,Supplemental table S1,,,NA,,
,Mutants,down by smgl-1 depletion,1051,http://www.ncbi.nlm.nih.gov/pubmed/23828042,Supplemental table S1,,,NA,,
,Mutants,down by smgl-2 depletion,37,http://www.ncbi.nlm.nih.gov/pubmed/23828042,Supplemental table S1,,,NA,,
,DAF/Insulin/food,"down by starvation, all stages (Gilst)",8,http://www.ncbi.nlm.nih.gov/pubmed/16157872,Supplemental Table 3,,,NA,,
,DAF/Insulin/food,"down by starvation, L4/adults (Gilst)",22,http://www.ncbi.nlm.nih.gov/pubmed/16157872,Supplemental Table 3,,,NA,,
,Mutants,"down by tbx-2(bx59) mutant, embryos",245,http://www.ncbi.nlm.nih.gov/pubmed/23595631,Supplementary Table 2,,,NA,,
,Chemicals/stress,down by tert-butyl hydrogen peroxide (Oliveira),109,http://www.ncbi.nlm.nih.gov/pubmed/19575768,TableS10,,,NA,,
,DAF/Insulin/food,"down by TGFbeta, adults",4192,http://www.ncbi.nlm.nih.gov/pubmed/17900898,Supp. Table 2,,,NA,,
,Mutants,down by wdr-23 mutant,132,http://www.ncbi.nlm.nih.gov/pubmed/23555279,Table S6,,,NA,,
,Chemicals/stress,down by X-ray at 2h,82,http://www.ncbi.nlm.nih.gov/pubmed/18627611,Additional file 1 (p<0.05 & fold >1.5),,,NA,,
,Microbes,down D. coniospora 12 h (cDNA),210,http://www.ncbi.nlm.nih.gov/pubmed/18636113,Table S1,,,NA,,
,Microbes,"Down D. coniospora 12h, cDNAArray",210,http://www.ncbi.nlm.nih.gov/pubmed/21602919,Supplemental Table S9,,,NA,,
,Microbes,"Down D. coniospora 12h, RNASeq",1142,http://www.ncbi.nlm.nih.gov/pubmed/21602919,Supplemental Table S9,,,NA,,
,Microbes,down D. coniospora 24 h (cDNA),149,http://www.ncbi.nlm.nih.gov/pubmed/18636113,Table S1,,,NA,,
,Microbes,down D. coniospora 24 h (oligo),456,http://www.ncbi.nlm.nih.gov/pubmed/18636113,Table S1,,,NA,,
,Microbes,"Down E. faecalis 24h, RNASeq",733,http://www.ncbi.nlm.nih.gov/pubmed/21602919,Supplemental Table S9,,,NA,,
,Microbes,"Down E. faecalis 24h, TillingArray",238,http://www.ncbi.nlm.nih.gov/pubmed/21602919,Supplemental Table S9,,,NA,,
,Microbes,"Down Harposporium 24h, RNASeq",1689,http://www.ncbi.nlm.nih.gov/pubmed/21602919,Supplemental Table S9,,,NA,,
,DAF/Insulin/food,"down in abundance at day 1 by daf-16 mutant, proteomics",75,http://www.ncbi.nlm.nih.gov/pubmed/25957690,Table S1 (fold>2),,,NA,,
,DAF/Insulin/food,"down in abundance at day 1 by daf-2 mutant, proteomics",79,http://www.ncbi.nlm.nih.gov/pubmed/25957690,Table S1 (fold>2),,,NA,,
,Mutants,"down in abundance at day 1 by hsf-1 mutant, proteomics",40,http://www.ncbi.nlm.nih.gov/pubmed/25957690,Table S1 (fold>2),,,NA,,
,DAF/Insulin/food,"down in abundance at day 22 by daf-2 mutant, proteomics",128,http://www.ncbi.nlm.nih.gov/pubmed/25957690,Table S1 (fold>2),,,NA,,
,Development/Dauer/Aging,"down in abundance day 22 vs. day 1 under daf-2 mutant, proteomics",376,http://www.ncbi.nlm.nih.gov/pubmed/25957690,Table S1 (fold>2),,,NA,,
,Development/Dauer/Aging,"down in abundance day 22 vs. day 1, proteomics",338,http://www.ncbi.nlm.nih.gov/pubmed/25957690,Table S1 (fold>2),,,NA,,
,Development/Dauer/Aging,"down in daf-2 mutant and duaer, SAGE",17,http://www.ncbi.nlm.nih.gov/pubmed/17543485,Supplementary Material,,,NA,,
,Development/Dauer/Aging,down in dauer vs. mix stage,36,http://www.ncbi.nlm.nih.gov/pubmed/15837805,TableS4,,,NA,,
,Development/Dauer/Aging,"down in long-live animals, concordant with longevity",54,http://www.ncbi.nlm.nih.gov/pubmed/22021389,Supplemental table S3,,,NA,,
,Development/Dauer/Aging,down in progressive with daf-2 mutant,23,http://www.ncbi.nlm.nih.gov/pubmed/15837805,TableS1,,,NA,,
,Microbes,"Down P.luminescens 24h, RNASeq",799,http://www.ncbi.nlm.nih.gov/pubmed/21602919,Supplemental Table S9,,,NA,,
,Microbes,"Down P.luminescens 24h, TillingArray",314,http://www.ncbi.nlm.nih.gov/pubmed/21602919,Supplemental Table S9,,,NA,,
,Microbes,"Down S. marcescens 24h, cDNAArray",168,http://www.ncbi.nlm.nih.gov/pubmed/21602919,Supplemental Table S9,,,NA,,
,Microbes,"Down S. marcescens 24h, RNASeq",1142,http://www.ncbi.nlm.nih.gov/pubmed/21602919,Supplemental Table S9,,,NA,,
,Microbes,"Down S. marcescens 24h, TillingArray",1652,http://www.ncbi.nlm.nih.gov/pubmed/21602919,Supplemental Table S9,,,NA,,
,Development/Dauer/Aging,Early stage nodes,265,http://www.ncbi.nlm.nih.gov/pubmed/12620986,Supp table S4,,,NA,,
,Tissue,Enriched in AWB olfactory and AFD thermosensory neurons,536,http://www.ncbi.nlm.nih.gov/pubmed/16626960,Table S2,,,NA,,
,TF Targets,"germline, enriched by MBP::PUF-8",158,http://www.ncbi.nlm.nih.gov/pubmed/21968099,Table S1,,,NA,,
,Tissue,"germline, proteomics",84,http://www.tandfonline.com/doi/abs/10.1080/21624054.2015.1008903,Table S1,,,NA,,
,Other,Glycoproteins Con A binding,585,http://www.ncbi.nlm.nih.gov/pubmed/17761667,Supplemental Table 2,,,NA,,
,Other,Glycoproteins GaL6 binding,287,http://www.ncbi.nlm.nih.gov/pubmed/17761667,Supplemental Table 2,,,NA,,
,Other,Glycoproteins WGA binding,240,http://www.ncbi.nlm.nih.gov/pubmed/17761667,Supplemental Table 2,,,NA,,
,Other,heme response genes,288,http://www.ncbi.nlm.nih.gov/pubmed/20686661,Table S1,,,NA,,
,Other,Hermaphrodite enriched,70,http://www.ncbi.nlm.nih.gov/pubmed/11030340,NA,,,NA,,
,Other,Hypoxia resistance (Mabon),197,http://www.ncbi.nlm.nih.gov/pubmed/19047414,TableS2,,,NA,,
,DAF/Insulin/food,"Increased abundance by daf-2 mutant, proteomics",49,http://www.ncbi.nlm.nih.gov/pubmed/17673661,Table S3,,,NA,,
,TF Targets,Increased small RNAs reads by starved at P0,577,http://www.ncbi.nlm.nih.gov/pubmed/25018105,Table S1,,,NA,,
,DAF/Insulin/food,Inherited small RNAs reads changed by starved at F3,461,http://www.ncbi.nlm.nih.gov/pubmed/25018105,Table S2,,,NA,,
,TF Targets,KGB-1 interacting,10,http://www.ncbi.nlm.nih.gov/pubmed/23437011,Table S1,,,NA,,
,TF Targets,Known miRNA targets,15,http://www.ncbi.nlm.nih.gov/pubmed/22454234,Table 1,,,NA,,
,Development/Dauer/Aging,Late stage Nodes,212,http://www.ncbi.nlm.nih.gov/pubmed/12620986,Supp table S4,,,NA,,
,TF Targets,let-60 targets (heatshock activated),648,http://www.ncbi.nlm.nih.gov/pubmed/12074557,Supplemental Table 1,,,NA,,
,Other,lethality and developmental abnormalities when RNAi,2177,http://www.ncbi.nlm.nih.gov/pubmed/22413862,Table S1,,,NA,,
,Other,LIN-53::TAP co-precipitates NuRD complex core components,13,http://www.ncbi.nlm.nih.gov/pubmed/21060680,Table 1,,,NA,,
,Other,modified 128Q-neuron dysfunction when knocked-down by RNAi,650,http://www.ncbi.nlm.nih.gov/pubmed/22413862,Table S3,,,NA,,
,Development/Dauer/Aging,Oocyte enriched,137,http://www.ncbi.nlm.nih.gov/pubmed/11030340,NA,,,NA,,
,Other,"Peptide, potentially antimicrobial",49,http://www.ncbi.nlm.nih.gov/pubmed/18636113,Figure S1,,,NA,,
,Mutants,prde-1 regulated,115,http://www.ncbi.nlm.nih.gov/pubmed/24696457,Table S5,,,NA,,
,Microbes,Proteome changes Aeromonas h.,64,http://www.ncbi.nlm.nih.gov/pubmed/20149819,Table 1,,,NA,,
,Microbes,Proteome changes S. aureus,109,http://www.ncbi.nlm.nih.gov/pubmed/20149819,Table 2,,,NA,,
,DAF/Insulin/food,Putative daf-16 targets (McElwee),31,http://www.ncbi.nlm.nih.gov/pubmed/12882324,Table 1,,,NA,,
,Other,Putative ubiquitin genes,803,http://www.ncbi.nlm.nih.gov/pubmed/25523393,Supplementary material,,,NA,,
,Other,Regulators of irg-1 detected by RNAi screen,56,http://www.ncbi.nlm.nih.gov/pubmed/22520465,Table S1,,,NA,,
,TF Targets,RNA bound by lin-28,1165,http://www.ncbi.nlm.nih.gov/pubmed/25805859,Supp Table S2,,,NA,,
,Tissue,Sperm enriched,568,http://www.ncbi.nlm.nih.gov/pubmed/11030340,NA,,,NA,,
,Other,stabilized by gld-1,100,http://www.ncbi.nlm.nih.gov/pubmed/22693456,Table S2,,,NA,,
,DAF/Insulin/food,starvation (nhr-49) related (Gilst),101,http://www.ncbi.nlm.nih.gov/pubmed/16157872,Supplemental Table 3,,,NA,,
,Other,SUMO Candidates,246,http://www.ncbi.nlm.nih.gov/pubmed/19922876,Table S1,,,NA,,
,Other,Transcription factors (Reece-Hoyes),933,http://www.ncbi.nlm.nih.gov/pubmed/16420670,Additional data file 1,,,NA,,
,Development/Dauer/Aging,Transient Nodes,128,http://www.ncbi.nlm.nih.gov/pubmed/12620986,Supp table S4,,,NA,,
,Chemicals/stress,UP by 16 mg/l aldicarb,354,http://www.ncbi.nlm.nih.gov/pubmed/21253838,Table S1,,,NA,,
,Other,UP by 400um heme,71,http://www.ncbi.nlm.nih.gov/pubmed/20686661,Table S3,,,NA,,
,Other,UP by 4um heme,109,http://www.ncbi.nlm.nih.gov/pubmed/20686661,Table S2,,,NA,,
,Microbes,UP by Acrylamide,20,http://www.ncbi.nlm.nih.gov/pubmed/23566034,Table S3,,,NA,,
,Mutants,"UP by age-1(mg44, m333) mutant",43,http://www.ncbi.nlm.nih.gov/pubmed/19764929,Table S1a,,,NA,,
,Other,UP by alpha-synuclein,85,http://www.ncbi.nlm.nih.gov/pubmed/16626960,Table S2,,,NA,,
,Chemicals/stress,UP by aqueous garlic extract,86,http://www.ncbi.nlm.nih.gov/pubmed/25940980,Table S1,,,NA,,
,Chemicals/stress,"UP by aqueous garlic extract, proteomics",17,http://www.ncbi.nlm.nih.gov/pubmed/25940980,Table S2,,,NA,,
,Microbes,"UP by B. thuringiensis (BT247), proteomics",171,http://www.ncbi.nlm.nih.gov/pubmed/25452134,Supplementary Table 1,,,NA,,
,Development/Dauer/Aging,"UP by bar-1(ga80), with development effect",415,http://www.ncbi.nlm.nih.gov/pubmed/24819947,Table S1,,,NA,,
,Microbes,"UP by Bt toxin,Cry5B",369,http://www.ncbi.nlm.nih.gov/pubmed/15256590,Supporting Table 2,,,NA,,
,Chemicals/stress,UP by Cadmium (Huffman),436,http://www.ncbi.nlm.nih.gov/pubmed/15256590,Supporting Table 3,,,NA,,
,Microbes,UP by ced-1 and S. enterica,19,http://www.ncbi.nlm.nih.gov/pubmed/18606143,Table 1,,,NA,,
,Mutants,UP by cep-1,100,http://www.ncbi.nlm.nih.gov/pubmed/24586177,Table S4 (fold >=1.5 at all samples),,,NA,,
,Mutants,UP by cep-1(lg12501) mutant,97,http://www.ncbi.nlm.nih.gov/pubmed/18627611,Additional file 1 (p<0.05 & fold >1.5),,,NA,,
,Mutants,UP by cgh-1 RNAi,299,http://www.ncbi.nlm.nih.gov/pubmed/22693456,Table S1 (fold>=2),,,NA,,
,Mutants,UP by clk-1 mutant,949,http://www.ncbi.nlm.nih.gov/pubmed/19360127,Table S6,,,NA,,
,Mutants,UP by cyc-1 RNAi,3793,http://www.ncbi.nlm.nih.gov/pubmed/19360127,Table S7,,,NA,,
,DAF/Insulin/food,UP by daf-12(rh273) mutant,82,http://www.ncbi.nlm.nih.gov/pubmed/15489294,Table S1,,,NA,,
,DAF/Insulin/food,UP by daf-2 mutant & RNAi (Murphy),239,http://www.ncbi.nlm.nih.gov/pubmed/12845331,Supplemental Table 1s,,,NA,,
,DAF/Insulin/food,UP by daf-2 mutant (day 6),36,http://www.ncbi.nlm.nih.gov/pubmed/15837805,TableS2,,,NA,,
,DAF/Insulin/food,"UP by daf-2 mutant, SAGE",81,http://www.ncbi.nlm.nih.gov/pubmed/17543485,Supplementary Material,,,NA,,
,DAF/Insulin/food,UP by dafachronic acid (daf-12 activated),654,http://www.ncbi.nlm.nih.gov/pubmed/25774872,Table S1,,,NA,,
,Mutants,UP by dapk-1 mutant (Tong),293,http://www.ncbi.nlm.nih.gov/pubmed/19164535,NA,,,NA,,
,Development/Dauer/Aging,"UP by duaer, SAGE",63,http://www.ncbi.nlm.nih.gov/pubmed/17543485,Supplementary Material,,,NA,,
,Microbes,UP by E. carotovora (Wong),555,http://www.ncbi.nlm.nih.gov/pubmed/17875205,Additional data file 3,,,NA,,
,Microbes,"UP by E. coli strain LF82 at 24h, proteomics",23,http://www.ncbi.nlm.nih.gov/pubmed/21389771,Supplemental table 01,,,NA,,
,Microbes,"UP by E. coli strain LF82 at 72h, proteomics",94,http://www.ncbi.nlm.nih.gov/pubmed/21389771,Supplemental table 01,,,NA,,
,Microbes,UP by E. faecalis (Wong),631,http://www.ncbi.nlm.nih.gov/pubmed/17875205,Additional data file 3,,,NA,,
,DAF/Insulin/food,UP by Fasting (Lee),263,http://www.ncbi.nlm.nih.gov/pubmed/25202121,Data Set S1 (fold>=2 at all sample),,,NA,,
,Chemicals/stress,UP by flcn-1 mutant,232,http://www.ncbi.nlm.nih.gov/pubmed/23566034,Supplemental Table,,,NA,,
,Chemicals/stress,UP by gamma ray at 2h,142,http://www.ncbi.nlm.nih.gov/pubmed/18627611,Additional file 1 (p<0.05 & fold >1.5),,,NA,,
,Chemicals/stress,UP by gamma ray at 6h,222,http://www.ncbi.nlm.nih.gov/pubmed/18627611,Additional file 1 (p<0.05 & fold >1.5),,,NA,,
,Chemicals/stress,UP by garlic constituent diallyl trisulfide,64,http://www.ncbi.nlm.nih.gov/pubmed/21296648,Supplementary Material,,,NA,,
,Chemicals/stress,UP by Glucose-Fed,63,http://www.ncbi.nlm.nih.gov/pubmed/25762526,Table S5,,,NA,,
,Mutants,UP by hbl-1 overexpression,25,http://www.ncbi.nlm.nih.gov/pubmed/19923914,Table 2,,,NA,,
,Chemicals/stress,UP by heatshock (GuhaThakurta),22,http://www.ncbi.nlm.nih.gov/pubmed/11997337,Table 1,,,NA,,
,Mutants,UP by hif-1(ia4) mutant under isp-1(qm150) mutant,539,http://www.ncbi.nlm.nih.gov/pubmed/25288734,Dataset_S1,,,NA,,
,Chemicals/stress,UP by humus exposure,19,http://www.ncbi.nlm.nih.gov/pubmed/16294870,Table 2,,,NA,,
,Mutants,UP by isp-1 mutant (Cristina),690,http://www.ncbi.nlm.nih.gov/pubmed/19360127,Table S6,,,NA,,
,Mutants,UP by mec-8 mutant,43,http://www.ncbi.nlm.nih.gov/pubmed/25798732,Supplementary file 3,,,NA,,
,Mutants,"UP by mec-8 mutant, exons",157,http://www.ncbi.nlm.nih.gov/pubmed/25798732,Supplementary file 3,,,NA,,
,Microbes,UP by N. parisii at 16h,68,http://www.ncbi.nlm.nih.gov/pubmed/24945527,Table S2,,,NA,,
,Microbes,UP by N. parisii at 30h,103,http://www.ncbi.nlm.nih.gov/pubmed/24945527,Table S2,,,NA,,
,Microbes,UP by N. parisii at 40h,64,http://www.ncbi.nlm.nih.gov/pubmed/24945527,Table S2,,,NA,,
,Microbes,UP by N. parisii at 64h,79,http://www.ncbi.nlm.nih.gov/pubmed/24945527,Table S2,,,NA,,
,Microbes,UP by N. parisii at 8h,123,http://www.ncbi.nlm.nih.gov/pubmed/24945527,Table S2,,,NA,,
,Microbes,"UP by N. parisii, array",80,http://www.ncbi.nlm.nih.gov/pubmed/24945527,Table S3,,,NA,,
,Microbes,"UP by P. aeruginosa at 4h, proteomics",51,http://www.ncbi.nlm.nih.gov/pubmed/25569229,Table S4,,,NA,,
,Microbes,"UP by P. aeruginosa at 8h, proteomics",45,http://www.ncbi.nlm.nih.gov/pubmed/25569229,Table S5,,,NA,,
,Microbes,UP by P. luminescens (Wong),649,http://www.ncbi.nlm.nih.gov/pubmed/17875205,Additional data file 3,,,NA,,
,Microbes,"UP by Pathogens: E. faecalis, E. carotovora, S. marcescens, P. luminescens",16,http://www.ncbi.nlm.nih.gov/pubmed/17875205,Additional data file 3,,,NA,,
,Microbes,UP by S. marcescens (Wong),591,http://www.ncbi.nlm.nih.gov/pubmed/17875205,Additional data file 3,,,NA,,
,Mutants,"UP by skn-1 mutant, normal culture",63,http://www.ncbi.nlm.nih.gov/pubmed/19575768,TableS2,,,NA,,
,Mutants,UP by skn-1 under daf-2 mutant,425,http://www.ncbi.nlm.nih.gov/pubmed/25517099,Supplementary Table 3,,,NA,,
,Mutants,UP by smg-2 depletion,1406,http://www.ncbi.nlm.nih.gov/pubmed/23828042,Supplemental table S1,,,NA,,
,Mutants,UP by smgl-1 depletion,1894,http://www.ncbi.nlm.nih.gov/pubmed/23828042,Supplemental table S1,,,NA,,
,Mutants,UP by smgl-2 depletion,526,http://www.ncbi.nlm.nih.gov/pubmed/23828042,Supplemental table S1,,,NA,,
,DAF/Insulin/food,"UP by starvation, all stages (Gilst)",9,http://www.ncbi.nlm.nih.gov/pubmed/16157872,Supplemental Table 3,,,NA,,
,DAF/Insulin/food,"UP by starvation, L4/adults (Gilst)",19,http://www.ncbi.nlm.nih.gov/pubmed/16157872,Supplemental Table 3,,,NA,,
,Mutants,"UP by tbx-2(bx59) mutant, embryos",1029,http://www.ncbi.nlm.nih.gov/pubmed/23595631,Supplementary Table 2,,,NA,,
,Chemicals/stress,UP by tert-butyl hydrogen peroxide (Oliveira),221,http://www.ncbi.nlm.nih.gov/pubmed/19575768,TableS9,,,NA,,
,DAF/Insulin/food,"UP by TGFbeta, adults",2163,http://www.ncbi.nlm.nih.gov/pubmed/17900898,Supp. Table 2,,,NA,,
,Mutants,"UP by TGF-beta: dbl-1, sma-2, lon-2",20,http://www.ncbi.nlm.nih.gov/pubmed/10611331,Table 2,,,NA,,
,Mutants,UP by wdr-23 mutant,2280,http://www.ncbi.nlm.nih.gov/pubmed/23555279,Table S4,,,NA,,
,Chemicals/stress,UP by X-ray at 2h,167,http://www.ncbi.nlm.nih.gov/pubmed/18627611,Additional file 2,,,NA,,
,Mutants,UP by xrep-1/wdr-23 (RNAi),86,http://stu.isc.chubu.ac.jp/bio/public/ann_rep_res_inst_biol_funct/annual-report_v10_2010/pdf/009.pdf,Table 1,,,NA,,
,Microbes,UP D. coniospora 12 h & 24 h (cDNA),53,http://www.ncbi.nlm.nih.gov/pubmed/18636113,Table S1,,,NA,,
,Microbes,UP D. coniospora 12 h (cDNA),265,http://www.ncbi.nlm.nih.gov/pubmed/18636113,Table S1,,,NA,,
,Microbes,"UP D. coniospora 12h, cDNAArray",265,http://www.ncbi.nlm.nih.gov/pubmed/21602919,Supplemental Table S9,,,NA,,
,Microbes,"UP D. coniospora 12h, RNASeq",1532,http://www.ncbi.nlm.nih.gov/pubmed/21602919,Supplemental Table S9,,,NA,,
,Microbes,UP D. coniospora 24 h (cDNA),417,http://www.ncbi.nlm.nih.gov/pubmed/18636113,Table S1,,,NA,,
,Microbes,UP D. coniospora 24 h (oligo),414,http://www.ncbi.nlm.nih.gov/pubmed/18636113,Table S1,,,NA,,
,Microbes,"UP E. faecalis 24h, RNASeq",3122,http://www.ncbi.nlm.nih.gov/pubmed/21602919,Supplemental Table S9,,,NA,,
,Microbes,"UP E. faecalis 24h, TillingArray",4085,http://www.ncbi.nlm.nih.gov/pubmed/21602919,Supplemental Table S9,,,NA,,
,Microbes,"UP Harposporium 24h, RNASeq",2070,http://www.ncbi.nlm.nih.gov/pubmed/21602919,Supplemental Table S9,,,NA,,
,DAF/Insulin/food,"UP in abundance at day 1 by daf-16 mutant, proteomics",95,http://www.ncbi.nlm.nih.gov/pubmed/25957690,Table S1 (fold>2),,,NA,,
,DAF/Insulin/food,"UP in abundance at day 1 by daf-2 mutant, proteomics",192,http://www.ncbi.nlm.nih.gov/pubmed/25957690,Table S1 (fold>2),,,NA,,
,Mutants,"UP in abundance at day 1 by hsf-1 mutant, proteomics",62,http://www.ncbi.nlm.nih.gov/pubmed/25957690,Table S1 (fold>2),,,NA,,
,DAF/Insulin/food,"UP in abundance at day 22 by daf-2 mutant, proteomics",113,http://www.ncbi.nlm.nih.gov/pubmed/25957690,Table S1 (fold>2),,,NA,,
,Development/Dauer/Aging,"UP in abundance day 22 vs. day 1 under daf-2 mutant, proteomics",446,http://www.ncbi.nlm.nih.gov/pubmed/25957690,Table S1 (fold>2),,,NA,,
,Development/Dauer/Aging,"UP in abundance day 22 vs. day 1, proteomics",503,http://www.ncbi.nlm.nih.gov/pubmed/25957690,Table S1 (fold>2),,,NA,,
,Development/Dauer/Aging,UP in dauer vs. mix stage,28,http://www.ncbi.nlm.nih.gov/pubmed/15837805,TableS4,,,NA,,
,Development/Dauer/Aging,"UP in long-live animals, concordant with longevity",23,http://www.ncbi.nlm.nih.gov/pubmed/22021389,Supplemental table S3,,,NA,,
,Development/Dauer/Aging,UP in progressive with daf-2 mutant,28,http://www.ncbi.nlm.nih.gov/pubmed/15837805,TableS1,,,NA,,
,Microbes,"UP P.luminescens 24h, RNASeq",3036,http://www.ncbi.nlm.nih.gov/pubmed/21602919,Supplemental Table S9,,,NA,,
,Microbes,"UP P.luminescens 24h, TillingArray",3810,http://www.ncbi.nlm.nih.gov/pubmed/21602919,Supplemental Table S9,,,NA,,
,Microbes,"UP S. marcescens 24h, cDNAArray",167,http://www.ncbi.nlm.nih.gov/pubmed/21602919,Supplemental Table S9,,,NA,,
,Microbes,"UP S. marcescens 24h, RNASeq",2272,http://www.ncbi.nlm.nih.gov/pubmed/21602919,Supplemental Table S9,,,NA,,
,Microbes,"UP S. marcescens 24h, TillingArray",2660,http://www.ncbi.nlm.nih.gov/pubmed/21602919,Supplemental Table S9,,,NA,,
,TF Targets,Validated Pal-1 targets,25,http://www.ncbi.nlm.nih.gov/pubmed/15772128,Table 1,,,NA,,
